gid	Domain	Real-domain	full-name	Organism-prefix	org-nicknames	gene-pattern	alt-gene-pattern	gene-prefix	Provisional	Circular	Complete	Host	Systematic-name	Lifestyle	Phylogeny	Taxonomy-ID	Contigs	Number-of-contigs	Total-length	GC%	Seed?
419947.3	Bacteria	Eubacteria	Mycobacterium tuberculosis H37Ra	Mtub-H37Ra	(Mtub-H37Ra)	MRA_1298	-	Mtub-H37Ra-	-	T	T	-	-	-	-	-	-	-	-	-	-
83332.1	Bacteria	Eubacteria	Mycobacterium tuberculosis H37Rv	Mtub-H37Rv	(Mtub-H37Rv)	Rv[0-9]{4}.*	-	Mtub-H37Rv-	-	T	T	-	-	-	-	-	-	-	-	-	-
350058.5	Bacteria	Eubacteria	Mycobacterium vanbaaleni vanbaalenii PYR-1	Mvan-PYR-1	(Mvan-PYR-1)	Mvan_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
233150.3	Bacteria	Eubacteria	Mycoplasma gallisepticum R	Mgal-R	(Mgal-R)	MGA_[0-9]+	-	mga-	-	T	T	-	-	-	-	-	-	-	-	-	-
243273.1	Bacteria	Eubacteria	Mycoplasma genitalium G-37	Mgen-G-37	(Mgen-G-37)	MG[0-9]+	-	mge-	-	T	T	-	-	-	-	-	-	-	-	-	-
295358.3	Bacteria	Eubacteria	Mycoplasma hyopneumoniae 232	Mhyo-232	(Mhyo-232)	mhp[0-9]+	-	mhy-	-	T	T	-	-	-	-	-	-	-	-	-	-
262722.3	Bacteria	Eubacteria	Mycoplasma hyopneumoniae 7448	Mhyo-7448	(Mhyo-7448)	MHP7448_[0-9]+	-	mhp-	-	T	T	-	-	-	-	-	-	-	-	-	-
262719.3	Bacteria	Eubacteria	Mycoplasma hyopneumoniae J	Mhyo-J	(Mhyo-J)	MHJ_[0-9]+	-	mhj-	-	T	T	-	-	-	-	-	-	-	-	-	-
267748.1	Bacteria	Eubacteria	Mycoplasma mobile 163K	Mmob-163K	(Mmob-163K)	MMOB[0-9]+	-	mmo-	-	T	T	-	-	-	-	-	-	-	-	-	-
272632.1	Bacteria	Eubacteria	Mycoplasma mycoides subsp mycoides SC str PG1	Mmyc-PG1	(Mmyc-PG1)	MSC_[0-9]+	-	mmy-	-	T	T	-	-	-	-	-	-	-	-	-	-
272633.1	Bacteria	Eubacteria	Mycoplasma penetrans HF-2	Mpen-HF-2	(Mpen-HF-2)	MYPE[0-9]+	-	mpe-	-	T	T	-	-	-	-	-	-	-	-	-	-
272634.1	Bacteria	Eubacteria	Mycoplasma pneumoniae M129	Mpne-M129	(Mpne-M129)	MPN[0-9]+	-	mpn-	-	T	T	-	-	-	-	-	-	-	-	-	-
272635.1	Bacteria	Eubacteria	Mycoplasma pulmonis UAB CTIP	Mpul-CTIP	(Mpul-CTIP)	MYPU_[0-9]+	-	mpu-	-	T	T	-	-	-	-	-	-	-	-	-	-
262723.3	Bacteria	Eubacteria	Mycoplasma synoviae 53	Msyn-53	(Msyn-53)	MS53_[0-9]+	-	msy-	-	T	T	-	-	-	-	-	-	-	-	-	-
246197.19	Bacteria	Eubacteria	Myxococcus xanthus DK 1622	Mxan-1622	(Mxan-1622 DK1622)	MXAN_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
479431.5	Bacteria	Eubacteria	Nakamurella multipartita DSM 44233	Nmul-44233	(Nmul-44233 DSM44233)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
457570.7	Bacteria	Eubacteria	Natranaerobius thermophilus JW-NM-WN-LF	Nthe-LF	(Nthe-LF)	Nther_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
242231.4	Bacteria	Eubacteria	Neisseria gonorrhoeae FA 1090	Ngon-1090	(Ngon-1090)	NGO[0-9]+	-	ngo-	-	T	T	-	-	-	-	-	-	-	-	-	-
486.1	Bacteria	Eubacteria	Neisseria lactamica ST-640	Nlac-ST-640	(Nlac-ST-640)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
487.2	Bacteria	Eubacteria	Neisseria meningitidis FAM18	Nmen-FAM18	(Nmen-FAM18)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
122586.1	Bacteria	Eubacteria	Neisseria meningitidis MC58	Nmen-MC58	(Nmen-MC58)	NMB[0-9]+	-	nme-	-	T	T	-	-	-	-	-	-	-	-	-	-
122587.1	Bacteria	Eubacteria	Neisseria meningitidis Z2491	Nmen-Z2491	(Nmen-Z2491)	NMA[0-9]+	-	nma-	-	T	T	-	-	-	-	-	-	-	-	-	-
222891.5	Bacteria	Eubacteria	Neorickettsia sennetsu str Miyayama	Nsen-Miya	(Nsen-Miya)	NSE_[0-9]+	-	nse-	-	T	T	-	-	-	-	-	-	-	-	-	-
323097.3	Bacteria	Eubacteria	Nitrobacter hamburgensis X14	Nham-X14	(Nham-X14)	Nham_[0-9]+	-	nha-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
314253.3	Bacteria	Eubacteria	Nitrobacter sp Nb-311A	Nsp-Nb-311A	(Nsp-Nb-311A)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
323098.3	Bacteria	Eubacteria	Nitrobacter winogradskyi Nb-255	Nwin-Nb-255	(Nwin-Nb-255)	Nwi_[0-9]+	-	nwi-	-	T	T	-	-	-	-	-	-	-	-	-	-
314278.3	Bacteria	Eubacteria	Nitrococcus mobilis Nb-231	Nmob-Nb-231	(Nmob-Nb-231)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
323261.3	Bacteria	Eubacteria	Nitrosococcus oceani ATCC 19707	Noce-19707	(Noce-19707 ATCC19707)	Noc_A[0-9]+	-	noc-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
228410.1	Bacteria	Eubacteria	Nitrosomonas europaea ATCC 19718	Neur-19718	(Neur-19718 ATCC19718)	NE[0-9]+	-	neu-	-	T	T	-	-	-	-	-	-	-	-	-	-
335283.5	Bacteria	Eubacteria	Nitrosomonas eutropha C91	Neut-C91	(Neut-C91)	Neut_[0-9]+	-	net-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
323848.3	Bacteria	Eubacteria	Nitrosospira multiformis ATCC 25196	Nmul-25196	(Nmul-25196 ATCC25196)	Nmul_A[0-9]+	-	nmu-	-	T	T	-	-	-	-	-	-	-	-	-	-
247156.1	Bacteria	Eubacteria	Nocardia farcinica IFM 10152	Nfar-10152	(Nfar-10152)	-	-	nfa-	-	T	T	-	-	-	-	-	-	-	-	-	-
196162.6	Bacteria	Eubacteria	Nocardioides sp JS614	Nsp-JS614	(Nsp-JS614)	Noca_[0-9]+	-	nca-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
446468.4	Bacteria	Eubacteria	Nocardiopsis dassonvillei subsp dassonvillei DSM 43111	Ndas-43111	(Ndas-43111 DSM43111)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
63737.4	Bacteria	Eubacteria	Nostoc punctiforme PCC 73102	Npun-73102	(Npun-73102 PCC73102 ATCC29133)	Npun_[ABCDE]?[RF][0-9]+	-	npun-	-	T	T	-	-	-	-	-	-	-	-	-	-
103690.1	Bacteria	Eubacteria	Nostoc sp PCC 7120	A-7120	(PCC7120 A7120 Anabaena-PCC7120 Anabaena-7120 Anabaena-PCC-7120 Nostoc-PCC7120 Nostoc-PCC-7120 PCC-7120 A-7120)	A[sl][lr][0-9]+	-	ana-	-	T	T	-	-	-	-	-	-	-	-	-	-
48935.1	Bacteria	Eubacteria	Novosphingobium aromaticivorans	N-aroma	(N-aroma)	-	orf([0-9]+)	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
314254.3	Bacteria	Eubacteria	Oceanicaulis alexandrii HTCC2633	Oale-HTCC2633	(Oale-HTCC2633)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
252305.3	Bacteria	Eubacteria	Oceanicola batsensis HTCC2597	Obat-HTCC2597	(Obat-HTCC2597)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
221109.1	Bacteria	Eubacteria	Oceanobacillus iheyensis HTE831	Oihe-HTE831	(Oihe-HTE831)	OB[0-9]+	-	oih-	-	T	T	-	-	-	-	-	-	-	-	-	-
203123.1	Bacteria	Eubacteria	Oenococcus oeni PSU-1	Ooen-PSU-1	(Ooen-PSU-1)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
262768.1	Bacteria	Eubacteria	Onion yellows phytoplasma OY-M	Oyel-OY-M	(Oyel-OY-M)	PAM[0-9]+	-	poy-	-	T	T	-	-	-	-	-	-	-	-	-	-
147375.1	Bacteria	Eubacteria	Paenibacillus larvae larvae	Plar-larvae	(Plar-larvae)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
66269.1	Bacteria	Eubacteria	Pantoea stewartii DC283	Pste-DC283	(Pste-DC283)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
264201.1	Bacteria	Eubacteria	Parachlamydia sp UWE25	Psp-UWE25	(Psp-UWE25)	pc[0-9]+	-	pcu-	-	T	T	-	-	-	-	-	-	-	-	-	-
318586.4	Bacteria	Eubacteria	Paracoccus denitrificans PD1222	Pden-PD1222	(Pden-PD1222)	Pden_[0-9]+	-	pde-	-	T	T	-	-	-	-	-	-	-	-	-	-
402881.6	Bacteria	Eubacteria	Parvibaculum lavamentivorans DS-1	Plav-DS-1	(Plav-DS-1)	Plav_[0-9]+	-	pla-	-	T	T	-	-	-	-	-	-	-	-	-	-
314260.3	Bacteria	Eubacteria	Parvularcula bermudensis HTCC2503	Pber-HTCC2503	(Pber-HTCC2503 HTCC2503)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
272843.1	Bacteria	Eubacteria	Pasteurella multocida subsp multocida str Pm70	Pmul-Pm70	(Pmul-Pm70)	PM[0-9]+	-	pmu-	-	T	T	-	-	-	-	-	-	-	-	-	-
485917.5	Bacteria	Eubacteria	Pedobacter heparinus DSM 2366	Phep-2366	(Phep-2366 DSM2366)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
335992.3	Bacteria	Eubacteria	Pelagibacter ubique HTCC1062	Pubi-HTCC1062	(Pubi-HTCC1062 HTCC1062)	SAR11_[0-9]+	-	pub-	-	T	T	-	-	-	-	-	-	-	-	-	-
338963.3	Bacteria	Eubacteria	Pelobacter carbinolicus DSM 2380	Pcar-2380	(Pcar-2380 DSM2380)	Pcar_[0-9]+	-	pca-	-	T	T	-	-	-	-	-	-	-	-	-	-
338966.5	Bacteria	Eubacteria	Pelobacter propionicus DSM 2379	Ppro-2379	(Ppro-2379 DSM2379)	Ppro_[0-9]+	-	ppd-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
319225.3	Bacteria	Eubacteria	Pelodictyon luteolum DSM 273	Plut-273	(Plut-273 DSM273)	Plut_[0-9]+	-	plt-	-	T	T	-	-	-	-	-	-	-	-	-	-
403833.5	Bacteria	Eubacteria	Petrotoga mobilis SJ95	Pmob-SJ95	(Pmob-SJ95)	Pmob_[0-9]+	-	pmo-	-	T	T	-	-	-	-	-	-	-	-	-	-
314280.3	Bacteria	Eubacteria	Photobacterium profundum 3TCK	Ppro-3TCK	(Ppro-3TCK)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
298386.1	Bacteria	Eubacteria	Photobacterium profundum SS9	Ppro-SS9	(Ppro-SS9)	-	-	ppr-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
171440.1	Bacteria	Eubacteria	Photorhabdus asymbiotica subsp asymbiotica	Pasy-asym	(Pasy-asym)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
243265.1	Bacteria	Eubacteria	Photorhabdus luminescens subsp laumondii TTO1	Plum-TTO1	(Plum-TTO1)	plu[0-9]+	-	plu-	-	T	T	-	-	-	-	-	-	-	-	-	-
243090.1	Bacteria	Eubacteria	Pirellula sp 1	Psp-1	(Psp-1)	RB[0-9]+	-	rba-	-	T	T	-	-	-	-	-	-	-	-	-	-
521674.4	Bacteria	Eubacteria	Planctomyces limnophilus DSM 3776	Plim-3776	(Plim-3776 DSM3776)	-	-	-	-	(1 2 4 5 6 7 8 9 10 11 12 13 14)	@	-	-	-	-	-	-	-	-	-	-
313594.3	Bacteria	Eubacteria	Polaribacter irgensii 23-P	Pirg-23-P	(Pirg-23-P)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
296591.1	Bacteria	Eubacteria	Polaromonas sp JS666	Psp-JS666	(Psp-JS666)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
312153.3	Bacteria	Eubacteria	Polynucleobacter sp QLW-P1DMWA-1	Psp-P1DMWA-1	(Psp-P1DMWA-1)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
242619.1	Bacteria	Eubacteria	Porphyromonas gingivalis W83	Pgin-W83	(Pgin-W83)	PG[0-9]+	-	pgi-	-	T	T	-	-	-	-	-	-	-	-	-	-
93059.3	Bacteria	Eubacteria	Prochlorococcus marinus str MIT 9211	Pmar-9211	(Pmar-9211 MIT9211)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
74546.3	Bacteria	Eubacteria	Prochlorococcus marinus str MIT 9312	Pmar-9312	(Pmar-9312 MIT9312)	PMT9312_[0-9]+	-	pmi-	-	T	T	-	-	-	-	-	-	-	-	-	-
74547.1	Bacteria	Eubacteria	Prochlorococcus marinus str MIT 9313	Pmar-9313	(Pmar-9313 MIT9313)	-	-	pmt-	-	T	T	-	-	-	-	-	-	-	-	-	-
59920.3	Bacteria	Eubacteria	Prochlorococcus marinus str NATL2A	Pmar-NATL2A	(Pmar-NATL2A NATL2A)	PMN2A_[0-9]+	-	pmn-	-	T	T	-	-	-	-	-	-	-	-	-	-
167539.1	Bacteria	Eubacteria	Prochlorococcus marinus subsp marinus str CCMP1375	Pmar-1375	(Pmar-1375 ss120 CCMP1375)	Pro[0-9]+	-	pma-	-	T	T	-	-	-	-	-	-	-	-	-	-
59919.1	Bacteria	Eubacteria	Prochlorococcus marinus subsp pastoris str CCMP1986	Pmar-1986	(Pmar-1986 CCMP1986)	PMM[0-9]+	-	pmm-	-	T	T	-	-	-	-	-	-	-	-	-	-
267747.1	Bacteria	Eubacteria	Propionibacterium acnes KPA171202	Pacn-171202	(Pacn-171202)	PPA[0-9]+	-	pac-	-	T	T	-	-	-	-	-	-	-	-	-	-
290318.4	Bacteria	Eubacteria	Prosthecochloris vibrioformis DSM 265	Pvib-265	(Pvib-265 DSM265)	Cvib_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
584.1	Bacteria	Eubacteria	Proteus mirabilis HI4320	Pmir-HI4320	(Pmir-HI4320)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
342610.3	Bacteria	Eubacteria	Pseudoalteromonas atlantica T6c	Patl-T6c	(Patl-T6c)	PatlDRAFT_[0-9]+	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
326442.4	Bacteria	Eubacteria	Pseudoalteromonas haloplanktis TAC125	Phal-TAC125	(Phal-TAC125)	PSHAa[0-9]+	-	pha-	-	T	T	-	-	-	-	-	-	-	-	-	-
87626.3	Bacteria	Eubacteria	Pseudoalteromonas tunicata D2	Ptun-D2	(Ptun-D2)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
350703.3	Bacteria	Eubacteria	Pseudomonas aeruginosa 2192	Paer-2192	(Paer-2192)	Paer2_[0-9]+	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
208964.1	Bacteria	Eubacteria	Pseudomonas aeruginosa PAO1	Paer-PAO1	(Paer-PAO1)	PA[0-9]+	-	pae-	-	T	T	-	-	-	-	-	-	-	-	-	-
208963.3	Bacteria	Eubacteria	Pseudomonas aeruginosa UCBPP-PA14	Paer-PA14	(Paer-PA14)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
384676.6	Bacteria	Eubacteria	Pseudomonas entomophila L48	Pent-L48	(Pent-L48)	PSEEN[0-9]+	-	pen-	-	T	T	-	-	-	-	-	-	-	-	-	-
220664.3	Bacteria	Eubacteria	Pseudomonas fluorescens Pf-5	Pflu-Pf-5	(Pflu-Pf-5)	PFL_[0-9]+	-	pfl-	-	T	T	-	-	-	-	-	-	-	-	-	-
205922.3	Bacteria	Eubacteria	Pseudomonas fluorescens PfO-1	Pflu-PfO-1	(Pflu-PfO-1)	Pfl_[0-9]+	-	pfo-	-	T	T	-	-	-	-	-	-	-	-	-	-
216595.1	Bacteria	Eubacteria	Pseudomonas fluorescens SBW25	Pflu-SBW25	(Pflu-SBW25)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
399739.6	Bacteria	Eubacteria	Pseudomonas mendocina ymp	Pmen-ymp	(Pmen-ymp)	Pmen_[0-9]+	-	pmy-	-	T	T	-	-	-	-	-	-	-	-	-	-
351746.4	Bacteria	Eubacteria	Pseudomonas putida F1	Pput-F1	(Pput-F1)	Pput_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
76869.3	Bacteria	Eubacteria	Pseudomonas putida GB-1	Pput-GB-1	(Pput-GB-1)	PputGB1_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
160488.1	Bacteria	Eubacteria	Pseudomonas putida KT2440	Pput-KT2440	(Pput-KT2440)	PP[0-9]+	-	ppu-	-	T	T	-	-	-	-	-	-	-	-	-	-
390235.3	Bacteria	Eubacteria	Pseudomonas putida W619	Pput-W619	(Pput-W619)	PputW619_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
264730.3	Bacteria	Eubacteria	Pseudomonas syringae pvphaseolicola 1448A	Psyr-1448A	(Psyr-1448A)	PSPPH_[0-9]+	-	psp-	-	T	T	-	-	-	-	-	-	-	-	-	-
205918.4	Bacteria	Eubacteria	Pseudomonas syringae pvsyringae B728a	Psyr-B728a	(Psyr-B728a)	Psyr_[0-9]+	-	psb-	-	T	T	-	-	-	-	-	-	-	-	-	-
223283.1	Bacteria	Eubacteria	Pseudomonas syringae pvtomato str DC3000	Psyr-DC3000	(Psyr-DC3000)	PSPTO[0-9]+	-	pst-	-	T	T	-	-	-	-	-	-	-	-	-	-
335284.3	Bacteria	Eubacteria	Psychrobacter cryohalolentis K5	Pcry-K5	(Pcry-K5)	Pcryo_[0-9]+	-	pcr-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
259536.4	Bacteria	Eubacteria	Psychrobacter sp 273-4	Psp-273-4	(Psp-273-4)	Psyc_[0-9]+	-	par-	-	T	T	-	-	-	-	-	-	-	-	-	-
349106.5	Bacteria	Eubacteria	Psychrobacter sp PRwf-1	Psp-PRwf-1	(Psp-PRwf-1)	PsycPRwf_[0-9]+	-	prw-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
357804.5	Bacteria	Eubacteria	Psychromonas ingrahami ingrahamii 37	Ping-37	(Ping-37)	Ping_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
314282.3	Bacteria	Eubacteria	Psychromonas sp CNPT3	Psp-CNPT3	(Psp-CNPT3)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
264198.3	Bacteria	Eubacteria	Ralstonia eutropha JMP134	Reut-JMP134	(Reut-JMP134)	Reut_[ABCD][0-9]+	-	reu-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
267608.1	Bacteria	Eubacteria	Ralstonia solanacearum GMI1000	Rsol-GMI1000	(Rsol-GMI1000)	RSc[0-9]+	-	rso-	-	T	T	-	-	-	-	-	-	-	-	-	-
314283.3	Bacteria	Eubacteria	Reinekea sp MED297	Rsp-MED297	(Rsp-MED297)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
216596.1	Bacteria	Eubacteria	Rhizobium leguminosarum bvviciae 3841	Rleg-3841	(Rleg-3841)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
394.1	Bacteria	Eubacteria	Rhizobium sp NGR234	Rsp-NGR234	(Rsp-NGR234)	-	-	rhi-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
272943.3	Bacteria	Eubacteria	Rhodobacter sphaeroides 2-4-1	Rsph-2-4-1	(Rsph-2-4-1)	RSP_[0-9]+	-	rsp-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
349102.4	Bacteria	Eubacteria	Rhodobacter sphaeroides ATCC 17025	Rsph-17025	(Rsph-17025 ATCC17025)	Rsph17025_[0-9]+	-	rsq-	-	T	T	-	-	-	-	-	-	-	-	-	-
349101.4	Bacteria	Eubacteria	Rhodobacter sphaeroides ATCC 17029	Rsph-17029	(Rsph-17029 ATCC17029)	Rsph17029_[0-9]+	-	rsh-x-	-	T	T	-	-	-	-	-	-	-	-	-	-
314271.3	Bacteria	Eubacteria	Rhodobacterales bacterium HTCC2654	Rbac-HTCC2654	(Rbac-HTCC2654 HTCC2654)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
338969.3	Bacteria	Eubacteria	Rhodoferax ferrireducens DSM 15236	Rfer-15236	(Rfer-15236 DSM15236)	Rfer_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
316055.14	Bacteria	Eubacteria	Rhodopseudomonas palustris BisA53	Rpal-BisA53	(Rpal-BisA53)	RPE_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
316056.14	Bacteria	Eubacteria	Rhodopseudomonas palustris BisB18	Rpal-BisB18	(Rpal-BisB18)	RPC_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
316057.3	Bacteria	Eubacteria	Rhodopseudomonas palustris BisB5	Rpal-BisB5	(Rpal-BisB5)	RPD_[0-9]+	-	rpd-	-	T	T	-	-	-	-	-	-	-	-	-	-
258594.1	Bacteria	Eubacteria	Rhodopseudomonas palustris CGA009	Rpal-CGA009	(Rpal-CGA009)	RPA[0-9]+	-	rpa-	-	T	T	-	-	-	-	-	-	-	-	-	-
316058.9	Bacteria	Eubacteria	Rhodopseudomonas palustris HaA2	Rpal-HaA2	(Rpal-HaA2)	RPB_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
1085.1	Bacteria	Eubacteria	Rhodospirillum rubrum	R-rubrum	(R-rubrum)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
518766.5	Bacteria	Eubacteria	Rhodothermus marinus DSM 4252	Rmar-4252	(Rmar-4252 DSM4252)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
293614.3	Bacteria	Eubacteria	Rickettsia akari str Hartford	Raka-Hartford	(Raka-Hartford)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
336407.4	Bacteria	Eubacteria	Rickettsia bellii RML369-C	Rbel-RML369-C	(Rbel-RML369-C)	RBE_[0-9]+	-	rbe-	-	T	T	-	-	-	-	-	-	-	-	-	-
272944.1	Bacteria	Eubacteria	Rickettsia conorii str Malish 7	Rcon-7	(Rcon-7)	RC[0-9]+	-	rco-	-	T	T	-	-	-	-	-	-	-	-	-	-
315456.3	Bacteria	Eubacteria	Rickettsia felis URRWXCal2	Rfel-Cal2	(Rfel-Cal2)	RF_[0-9]+	-	rfe-	-	T	T	-	-	-	-	-	-	-	-	-	-
272947.1	Bacteria	Eubacteria	Rickettsia prowazekii str Madrid E	Rpro-E	(Rpro-E)	RP[0-9]+	-	rpr-	-	T	T	-	-	-	-	-	-	-	-	-	-
783.1	Bacteria	Eubacteria	Rickettsia rickettsii	R-rickettsii	(R-rickettsii)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
35793.1	Bacteria	Eubacteria	Rickettsia sibirica	R-sibirica	(R-sibirica)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
257363.1	Bacteria	Eubacteria	Rickettsia typhi str Wilmington	Rtyp-Wilm	(Rtyp-Wilm)	RT[0-9]+	-	rty-	-	T	T	-	-	-	-	-	-	-	-	-	-
313596.3	Bacteria	Eubacteria	Robiginitalea biformata HTCC2501	Rbif-2501	(Rbif-2501 HTCC2501)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
383372.4	Bacteria	Eubacteria	Roseiflexus castenholzi DSM 13941	Rcas-13941	(Rcas-13941 DSM13941)	Rcas_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
357808.3	Bacteria	Eubacteria	Roseiflexus sp RS-1	Rsp-RS-1	(Rsp-RS-1)	RoseRS_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
375451.6	Bacteria	Eubacteria	Roseobacter denitrificans OCh 114	Rden-114	(Rden-114)	RD1_[0-9]+	-	rde-	-	T	T	-	-	-	-	-	-	-	-	-	-
2433.3	Bacteria	Eubacteria	Roseobacter sp GAI101	RSp-GAI101	(Rsp-GAI101)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
314262.3	Bacteria	Eubacteria	Roseobacter sp MED193	Rsp-MED193	(Rsp-MED193)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
89187.3	Bacteria	Eubacteria	Roseovarius nubinhibens ISM	Rnub-ISM	(Rnub-ISM)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
314264.3	Bacteria	Eubacteria	Roseovarius sp 217	Rsp-217	(Rsp-217)	-	-	-	-	NIL	@	-	-	-	-	-	-	-	-	-	-
266117.6	Bacteria	Eubacteria	Rubrobacter xylanophilus DSM 9941	Rxyl-9941	(Rxyl-9941 DSM9941)	Rxyl_[0-9]+	-	rxy-	-	T	T	-	-	-	-	-	-	-	-	-	-
413404.7	Bacteria	Eubacteria	Ruthia magnifica str Cm Calyptogena magnifica	Rmag-magnifica	(Rmag-magnifica)	Rmag_[0-9]+	-	rma-	-	T	T	-	-	-	-	-	-	-	-	-	-
471857.4	Bacteria	Eubacteria	Saccharomonospora viridis DSM 43017	Svir-43017	(Svir-43017 DSM43017)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
203122.12	Bacteria	Eubacteria	Saccharophagus degradans 2-40	Sdeg-2-40	(Sdeg-2-40)	Sde_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
405948.6	Bacteria	Eubacteria	Saccharopolyspora erythraea NRRL 2338	Sery-2338	(Sery-2338 NRRL2338)	SACE_[0-9]+	-	sen-	-	T	T	-	-	-	-	-	-	-	-	-	-
309807.5	Bacteria	Eubacteria	Salinibacter ruber DSM 13855	Srub-13855	(Srub-13855 DSM13855)	SRU_[0-9]+	-	sru-	-	T	T	-	-	-	-	-	-	-	-	-	-
391037.3	Bacteria	Eubacteria	Salinispora arenicola CNS-205	Sare-CNS-205	(Sare-CNS-205)	Sare_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
369723.3	Bacteria	Eubacteria	Salinispora tropica CNB-440	Stro-CNB-440	(Stro-CNB-440)	Strop_[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
12149.1	Bacteria	Eubacteria	Salmonella bongori 12149	Sbon-12149	(Sbon-12149)	-	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
98360.1	Bacteria	Eubacteria	Salmonella dublin	S-dublin	(S-dublin)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
321314.4	Bacteria	Eubacteria	Salmonella enterica subsp enterica serovar Choleraesuis str SC-B67	Sent-SC-B67	(Sent-SC-B67)	SCV[0-9]+	-	-	-	T	T	-	-	-	-	-	-	-	-	-	-
594.1	Bacteria	Eubacteria	Salmonella enterica subsp enterica serovar Gallinarum	Sent-Gall	(Sent-Gall)	-	-	-	-	NIL	-	-	-	-	-	-	-	-	-	-	-
